state,response,coverage,education,employment_status,gender,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_category
California,No,Extended,College,Employed,M,Rural,Married,Offer4,Branch,Four-Door Car,Medsize,Personal
California,Yes,Basic,College,Retired,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,Corporate
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
California,No,Basic,Bachelor,Employed,F,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
California,No,Basic,Bachelor,Employed,F,Rural,Married,Offer1,Branch,SUV,Medsize,Personal
California,No,Basic,Master,Disabled,M,Urban,Married,Offer1,Call Center,Four-Door Car,Large,Corporate
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer2,Web,SUV,Small,Corporate
California,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Offer2,Branch,SUV,Medsize,Personal
California,Yes,Extended,College,Employed,M,Rural,Married,Offer2,Agent,Sports Car,Medsize,Corporate
California,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Offer1,Agent,SUV,Large,Personal
California,No,Basic,College,Employed,F,Suburban,Married,Offer2,Branch,Four-Door Car,Small,Personal
California,No,Basic,High School or Below,Employed,M,Rural,Married,Offer1,Call Center,SUV,Medsize,Personal
California,No,Basic,College,Employed,F,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Offer3,Agent,Four-Door Car,Medsize,Corporate
California,No,Extended,College,Employed,M,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
California,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Offer2,Branch,Sports Car,Medsize,Personal
California,No,Basic,College,Employed,F,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
California,Yes,Basic,College,Employed,M,Suburban,Married,Offer1,Agent,SUV,Medsize,Corporate
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Offer3,Call Center,Sports Car,Small,Corporate
California,No,Premium,Master,Employed,M,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,Personal
California,No,Basic,College,Employed,M,Suburban,Married,Offer3,Web,Four-Door Car,Small,Corporate
California,No,Basic,College,Employed,M,Rural,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
California,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Offer3,Agent,Two-Door Car,Small,Personal
California,No,Extended,Master,Employed,M,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,Personal
California,No,Extended,College,Employed,F,Suburban,Married,Offer3,Web,SUV,Medsize,Personal
California,No,Basic,College,Employed,M,Suburban,Married,Offer2,Branch,Two-Door Car,Small,Corporate
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Offer1,Call Center,SUV,Medsize,Personal
California,No,Basic,Doctor,Employed,F,Rural,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
California,Yes,Basic,College,Unemployed,F,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
California,No,Extended,Bachelor,Unemployed,F,Rural,Married,Offer1,Call Center,SUV,Medsize,Corporate
California,No,Extended,High School or Below,Employed,F,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Offer2,Agent,SUV,Medsize,Personal
California,No,Basic,Master,Employed,F,Suburban,Divorced,Offer2,Agent,Two-Door Car,Small,Corporate
California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Offer1,Call Center,Two-Door Car,Medsize,Personal
California,No,Extended,College,Unemployed,F,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,Personal
California,No,Basic,College,Employed,F,Suburban,Married,Offer3,Call Center,Sports Car,Medsize,Personal
California,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Offer2,Call Center,Four-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Offer1,Agent,SUV,Medsize,Corporate
California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Offer3,Call Center,Four-Door Car,Large,Personal
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer4,Call Center,Four-Door Car,Medsize,Personal
California,No,Basic,College,Employed,F,Suburban,Married,Offer2,Branch,Four-Door Car,Small,Personal
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Offer3,Branch,Four-Door Car,Large,Corporate
California,No,Extended,College,Employed,M,Rural,Divorced,Offer4,Call Center,Four-Door Car,Small,Corporate
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Offer3,Agent,Four-Door Car,Medsize,Personal
California,No,Premium,Bachelor,Unemployed,F,Suburban,Single,Offer1,Agent,Sports Car,Small,Corporate
California,Yes,Basic,High School or Below,Retired,F,Suburban,Single,Offer1,Agent,SUV,Medsize,Personal
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer1,Web,SUV,Medsize,Personal
California,No,Basic,Master,Employed,M,Suburban,Married,Offer2,Branch,Two-Door Car,Small,Personal
California,No,Basic,Master,Disabled,F,Suburban,Divorced,Offer1,Branch,SUV,Medsize,Personal
California,No,Basic,High School or Below,Employed,F,Urban,Married,Offer3,Branch,SUV,Medsize,Corporate
California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Offer2,Agent,SUV,Medsize,Personal
California,No,Premium,High School or Below,Disabled,F,Suburban,Married,Offer1,Call Center,SUV,Medsize,Personal
California,No,Extended,College,Employed,M,Rural,Divorced,Offer1,Branch,Four-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Offer2,Call Center,Two-Door Car,Medsize,Corporate
California,No,Extended,College,Employed,F,Rural,Divorced,Offer1,Call Center,Four-Door Car,Medsize,Corporate
California,No,Basic,College,Employed,F,Suburban,Married,Offer1,Web,Four-Door Car,Medsize,Personal
California,No,Extended,College,Unemployed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Corporate
California,No,Extended,Bachelor,Employed,M,Urban,Divorced,Offer1,Call Center,SUV,Medsize,Personal
California,Yes,Basic,High School or Below,Employed,M,Urban,Married,Offer2,Agent,Four-Door Car,Large,Personal
California,No,Premium,College,Disabled,F,Suburban,Married,Offer2,Agent,Two-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Employed,F,Urban,Married,Offer2,Call Center,SUV,Small,Personal
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer1,Web,Four-Door Car,Medsize,Corporate
California,No,Basic,College,Employed,F,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,Personal
California,No,Extended,Bachelor,Employed,F,Rural,Married,Offer4,Web,Luxury Car,Medsize,Personal
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer2,Web,SUV,Medsize,Personal
California,No,Extended,Bachelor,Employed,F,Urban,Divorced,Offer2,Agent,Two-Door Car,Medsize,Corporate
California,No,Basic,College,Medical Leave,M,Suburban,Married,Offer1,Web,Four-Door Car,Medsize,Corporate
California,No,Basic,Master,Medical Leave,F,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Offer2,Call Center,Two-Door Car,Small,Corporate
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Offer3,Agent,Four-Door Car,Medsize,Personal
California,No,Basic,College,Employed,F,Urban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal
California,No,Basic,Bachelor,Disabled,F,Rural,Single,Offer1,Call Center,Two-Door Car,Medsize,Personal
California,No,Extended,College,Unemployed,M,Suburban,Single,Offer4,Call Center,Four-Door Car,Small,Personal
California,No,Extended,Master,Employed,F,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate
California,No,Basic,College,Disabled,M,Suburban,Married,Offer1,Web,SUV,Small,Personal
California,Yes,Premium,Master,Employed,M,Rural,Married,Offer1,Agent,Two-Door Car,Medsize,Personal
California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Offer2,Agent,Four-Door Car,Small,Personal
California,No,Basic,College,Employed,M,Suburban,Married,Offer4,Call Center,Two-Door Car,Medsize,Corporate
California,No,Extended,Bachelor,Employed,F,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Corporate
California,No,Basic,College,Employed,F,Suburban,Divorced,Offer4,Call Center,Four-Door Car,Medsize,Personal
California,No,Extended,High School or Below,Medical Leave,M,Suburban,Divorced,Offer3,Call Center,Sports Car,Medsize,Corporate
California,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,Personal
California,No,Extended,Master,Employed,F,Urban,Married,Offer1,Call Center,SUV,Medsize,Personal
California,No,Basic,High School or Below,Employed,M,Suburban,Single,Offer3,Call Center,Sports Car,Small,Personal
California,No,Basic,College,Employed,F,Rural,Married,Offer1,Branch,Four-Door Car,Medsize,Personal
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer2,Call Center,Luxury Car,Medsize,Corporate
California,No,Basic,Doctor,Unemployed,F,Suburban,Married,Offer2,Branch,Sports Car,Medsize,Personal
California,No,Basic,College,Employed,M,Suburban,Married,Offer2,Call Center,Two-Door Car,Small,Personal
California,No,Premium,High School or Below,Unemployed,F,Suburban,Married,Offer1,Call Center,SUV,Medsize,Personal
California,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Offer2,Web,Four-Door Car,Medsize,Corporate
California,No,Extended,College,Unemployed,F,Suburban,Single,Offer1,Web,SUV,Medsize,Corporate
California,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Offer2,Branch,Four-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Small,Corporate
California,No,Extended,High School or Below,Employed,M,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Offer4,Web,Two-Door Car,Small,Personal
California,No,Basic,College,Employed,M,Suburban,Divorced,Offer1,Agent,Luxury Car,Medsize,Personal
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,Personal
California,No,Basic,College,Disabled,F,Suburban,Married,Offer1,Agent,SUV,Medsize,Corporate
California,No,Basic,Master,Unemployed,M,Suburban,Married,Offer4,Branch,Sports Car,Medsize,Personal
California,No,Basic,Bachelor,Employed,F,Rural,Married,Offer3,Agent,Two-Door Car,Medsize,Personal
California,Yes,Basic,Bachelor,Employed,F,Rural,Married,Offer2,Web,Two-Door Car,Medsize,Personal
California,No,Basic,College,Employed,M,Urban,Married,Offer1,Agent,Sports Car,Medsize,Corporate
California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Offer1,Agent,Sports Car,Medsize,Corporate
California,No,Extended,High School or Below,Employed,F,Urban,Married,Offer1,Call Center,SUV,Medsize,Personal
California,No,Extended,College,Unemployed,M,Suburban,Married,Offer3,Branch,SUV,Medsize,Corporate
California,No,Basic,College,Employed,F,Rural,Married,Offer3,Web,Four-Door Car,Small,Personal
California,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Offer2,Call Center,Two-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Employed,F,Urban,Divorced,Offer2,Agent,Four-Door Car,Medsize,Personal
California,No,Basic,Master,Employed,M,Suburban,Married,Offer4,Agent,SUV,Medsize,Personal
California,No,Premium,College,Employed,M,Rural,Married,Offer4,Web,Four-Door Car,Medsize,Corporate
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer1,Agent,Two-Door Car,Large,Personal
California,No,Basic,High School or Below,Employed,M,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,Personal
California,No,Extended,Bachelor,Employed,M,Suburban,Married,Offer3,Agent,Four-Door Car,Small,Personal
California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Offer3,Branch,Two-Door Car,Medsize,Corporate
California,No,Basic,High School or Below,Employed,M,Urban,Single,Offer3,Web,Sports Car,Medsize,Corporate
California,No,Extended,Bachelor,Employed,F,Urban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
California,No,Extended,Bachelor,Medical Leave,M,Suburban,Married,Offer1,Branch,Two-Door Car,Small,Corporate
California,No,Basic,Bachelor,Disabled,M,Suburban,Married,Offer2,Call Center,Two-Door Car,Medsize,Personal
California,No,Basic,Bachelor,Employed,F,Urban,Divorced,Offer1,Agent,Four-Door Car,Large,Personal
California,No,Basic,Master,Employed,F,Urban,Married,Offer3,Call Center,Four-Door Car,Large,Personal
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Personal
California,No,Basic,Master,Medical Leave,F,Suburban,Single,Offer4,Branch,Four-Door Car,Small,Personal
California,Yes,Extended,High School or Below,Retired,M,Suburban,Divorced,Offer2,Agent,SUV,Medsize,Personal
California,No,Extended,High School or Below,Disabled,M,Suburban,Married,Offer2,Agent,Four-Door Car,Small,Personal
California,Yes,Basic,Bachelor,Employed,M,Rural,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer1,Agent,Sports Car,Medsize,Personal
California,No,Basic,College,Employed,F,Suburban,Married,Offer4,Web,Four-Door Car,Small,Personal
California,No,Basic,College,Employed,M,Rural,Married,Offer2,Web,SUV,Medsize,Personal
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer2,Branch,Two-Door Car,Medsize,Personal
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Offer1,Agent,Four-Door Car,Small,Personal
California,No,Extended,Master,Unemployed,M,Suburban,Divorced,Offer1,Branch,SUV,Medsize,Personal
California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Offer2,Agent,SUV,Medsize,Personal
California,No,Basic,Master,Employed,M,Urban,Single,Offer2,Branch,Four-Door Car,Medsize,Personal
California,No,Extended,Bachelor,Employed,F,Rural,Divorced,Offer1,Agent,Two-Door Car,Small,Corporate
California,No,Premium,High School or Below,Employed,M,Suburban,Married,Offer1,Branch,Four-Door Car,Small,Corporate
California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Offer1,Branch,Luxury Car,Medsize,Personal
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal
California,No,Premium,Doctor,Employed,M,Suburban,Married,Offer4,Call Center,Two-Door Car,Small,Personal
California,No,Extended,Master,Employed,F,Urban,Single,Offer2,Branch,Two-Door Car,Medsize,Corporate
California,No,Basic,Master,Employed,M,Suburban,Married,Offer3,Agent,SUV,Small,Personal
California,No,Basic,High School or Below,Employed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
California,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Offer3,Branch,Four-Door Car,Large,Corporate
California,No,Basic,Bachelor,Unemployed,F,Rural,Divorced,Offer1,Agent,Four-Door Car,Medsize,Personal
California,No,Premium,High School or Below,Retired,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
California,No,Extended,College,Employed,M,Urban,Divorced,Offer3,Agent,Four-Door Car,Medsize,Personal
California,No,Basic,College,Employed,F,Suburban,Single,Offer3,Agent,Four-Door Car,Medsize,Personal
California,No,Basic,College,Employed,M,Urban,Married,Offer1,Agent,SUV,Medsize,Corporate
California,Yes,Extended,College,Retired,F,Suburban,Divorced,Offer1,Branch,Four-Door Car,Medsize,Corporate
California,Yes,Premium,Master,Employed,M,Rural,Married,Offer1,Agent,Two-Door Car,Medsize,Personal
California,No,Basic,Master,Employed,M,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,Personal
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer1,Call Center,Four-Door Car,Small,Corporate
California,No,Basic,High School or Below,Retired,M,Suburban,Divorced,Offer4,Branch,Four-Door Car,Medsize,Personal
California,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Offer2,Branch,Two-Door Car,Small,Personal
California,No,Extended,High School or Below,Employed,F,Suburban,Single,Offer1,Call Center,SUV,Medsize,Personal
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,Corporate
California,No,Extended,High School or Below,Employed,M,Urban,Married,Offer4,Agent,Two-Door Car,Medsize,Corporate
California,Yes,Premium,Master,Disabled,F,Suburban,Divorced,Offer1,Web,SUV,Medsize,Personal
California,No,Premium,High School or Below,Employed,M,Rural,Married,Offer4,Branch,SUV,Small,Corporate
California,No,Basic,Master,Employed,F,Urban,Single,Offer1,Agent,SUV,Large,Personal
California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Offer2,Call Center,SUV,Large,Personal
California,No,Extended,College,Employed,F,Urban,Single,Offer3,Branch,Four-Door Car,Medsize,Personal
California,No,Basic,College,Employed,F,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Offer4,Call Center,Four-Door Car,Medsize,Corporate
California,No,Basic,College,Unemployed,F,Suburban,Single,Offer4,Call Center,Four-Door Car,Medsize,Personal
California,No,Extended,Bachelor,Employed,F,Rural,Married,Offer1,Call Center,SUV,Medsize,Personal
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Large,Personal
California,No,Basic,College,Employed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate
California,No,Basic,Bachelor,Retired,F,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,Corporate
California,No,Extended,Master,Employed,M,Suburban,Single,Offer3,Branch,Two-Door Car,Medsize,Personal
California,No,Extended,College,Medical Leave,F,Suburban,Divorced,Offer4,Web,Four-Door Car,Small,Corporate
California,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal
California,No,Extended,Master,Employed,M,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Offer1,Agent,Two-Door Car,Medsize,Personal
California,No,Extended,High School or Below,Employed,F,Suburban,Married,Offer4,Agent,Two-Door Car,Medsize,Personal
California,No,Basic,Doctor,Medical Leave,M,Suburban,Married,Offer4,Agent,Four-Door Car,Small,Corporate
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Offer1,Web,Sports Car,Medsize,Personal
California,Yes,Basic,College,Medical Leave,M,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Offer2,Call Center,SUV,Small,Personal
California,No,Extended,Bachelor,Employed,M,Rural,Married,Offer2,Branch,Four-Door Car,Small,Corporate
